x,y,z
-0.001528415,,-0.01056338
0,,0.005338078
0,,-0.003539823
-0.002156972,,0.012433393
-0.004183809,,0
-0.001680555,,-0.00877193
0.006593252,,0
0.009616055,,-0.007079646
0,,0.005347594
0,,0.010638298
0,,-0.003508772
0.00096625,,-0.001760563
-0.000137903,,0.017636684
0.003034273,,0
0.000481265,,0
0,,0.019064125
0,,0.011904762
0.000618472,,-0.003361345
-0.00384589,,-0.005059022
0.003309204,,0.003389831
0.001305573,,0
0.01008784,,0.001689189
0,,-0.003372681
0,,0
0,,0.001692047
0.011142061,,0.023648649
0.006584694,,0.00660066
0.00166878,,0
0.004931361,,0
0,,0.01147541
0,,0.001620746
0.002519894,,0
0.004696388,,-0.001618123
0.003686879,,0.001620746
0.006559528,,0
0.001042685,,-0.003236246
0,,-0.006493506
0,,-0.011437908
0.006184493,,-0.008264463
0.013263458,,0.016666667
0.005427495,,0.008196721
0,,0
0.003048393,,0.008130081
0,,0.008064516
0,,0.0032
0.002975814,,-0.035087719
0.001830693,,-0.024793388
0.01310649,,0.016949153
0.012688145,,0
0.002211031,,0.041666667
0,,-0.008
0,,0
0.017649222,,0
0.001204384,,-0.017741935
0.002887044,,-0.014778325
0.010075567,,0
0.009084432,,-0.008333333
0,,-0.008403361
0,,0
-0.007649309,,-0.005084746
-0.009724281,,-0.008517888
0.003951859,,0.013745704
0.008588298,,0
0.005854178,,-0.008474576
0,,0.025641026
0,,0.008333333
-0.002057613,,0
-0.001001473,,0.033057851
0.009376106,,-0.0272
0.002103172,,0
0.004897103,,0
0,,-0.029605263
0,,0.008474576
0.009514417,,0.028571429
0.021090742,,-0.003267974
0.009567762,,-0.004918033
0.001003456,,0
0,,-0.003294893
0,,0.00661157
0,,0.006568144
0.020049009,,0.01141925
0.017471064,,-0.008064516
0.000643915,,0
-0.010135135,,0
-0.001571049,,0
0,,0.004878049
0,,0.003236246
0,,0.024193548
0.005642973,,0.026771654
0,,0.01993865
0.000485594,,0
0.000701073,,0
0,,0
0,,0
0.005496874,,0.02406015
-0.009111373,,0.093979442
-0.010006491,,0.040268456
0.006009944,,0
0.007386086,,0.006451613
0,,0
0,,0
0.006684996,,0
-0.007765223,,0
-0.006584629,,0.025641026
0.007008584,,0
0.007391422,,-0.125
0,,0.142857143
0,,0.0375
0.006319623,,0
-0.001490154,,-0.036144578
0,,-0.01875
-0.000639591,,0
0.006506667,,-0.012738854
0,,0.038709677
0,,0.01863354
0.003497245,,0
-0.01562995,,0
-0.002252977,,0.018292683
-0.017043011,,0
-0.021057813,,0
0,,-0.005988024
0,,-0.012048193
0.004190412,,-0.004878049
0.007678184,,-0.007352941
0.01286511,,0
-0.002780201,,0
-0.00344394,,0.00617284
0,,0
0,,0
0.005540318,,0
-0.00911025,,0.001226994
-0.007046906,,-0.007352941
-0.00166334,,0
-0.002776852,,0
0,,0.007407407
0,,-0.013480392
0.004399644,,-0.037267081
-0.001330746,,0.012903226
-0.002109822,,0.029299363
-0.000723307,,0
0.000946548,,0.008663366
0,,-0.007361963
0,,-0.012360939
0.00628581,,-0.002503129
-0.004090658,,-0.008782936
-0.002553286,,0
0.003784085,,0
0.004157889,,0
0,,-0.006329114
0,,-0.015286624
-0.003809419,,0.002587322
-0.00011084,,-0.010322581
-0.000332557,,-0.028683181
-0.00083167,,0
0,,-0.006711409
0,,0.040540541
0,,0
0.002275123,,0
0.00398627,,0
0.006893129,,0
-0.001807328,,0
0.0034566,,0
0,,0
0,,0
0.007600197,,0
-0.001302366,,0
-0.006465986,,0
-0.002296965,,0
0.002028175,,0
0,,0
0,,0.011688312
0.000656455,,0.001283697
0.001476055,,-0.006410256
-0.00147388,,-0.04
0.001366718,,0
0.002948081,,0.008064516
0,,0
0,,-0.006666667
0.004844592,,-0.016107383
-0.000866739,,-0.010914052
-0.001572327,,0.015172414
-5.43036E-05,,0.001358696
0,,-0.005427408
0,,0.002728513
0,,-0.074829932
-0.002606712,,0.030882353
-0.008820647,,0.007132668
0.002526917,,-0.005665722
0.005643836,,0
0.002506402,,0
0,,-0.00997151
0,,-0.011510791
0.010163596,,-0.016011645
0.00737114,,0
-0.001815948,,0
0.004387608,,0
0.004474988,,-0.017751479
0,,0.021084337
0,,-0.010324484
-0.000318218,,0.001490313
0.002599607,,-0.00297619
0.006508625,,-0.002985075
0.009410651,,0
0.0084375,,-0.024700599
0,,-0.00076746
0,,-0.00921659
0.00464828,,-0.004651163
0.012749332,,-0.018691589
-0.000456853,,-0.00952381
0.004469047,,0
-0.001011173,,-0.03525641
0,,0.008305648
0,,0.032948929
-0.001518295,,0.023923445
0.005170054,,-0.023364486
0.003731531,,0.020733652
0.001657875,,0
0.013491825,,0.0078125
0,,0.007751938
0,,-0.003076923
0.007225219,,-0.026234568
0.003095367,,-0.001584786
0.002302116,,0.03968254
0,,0
0.010848849,,0.013740458
0,,-0.02560241
0,,0.020092736
0.010684071,,0.004545455
-0.001339328,,-0.012066365
0.00569978,,0.003816794
0.0167643,,0
0,,0.03269962
0,,0
0,,0
0.021640358,,-0.010309278
0.001329604,,0.007440476
0.004807692,,0.005908419
-0.00355434,,0
0.002835323,,0.001468429
0,,0.007331378
0,,-0.001455604
0.003283323,,-0.013848397
0.006136085,,-0.011086475
0.005601735,,0.00896861
0.000449236,,0
-0.003682084,,0.007407407
0,,0.003676471
0,,0
-0.004416802,,0.008791209
-0.014848348,,0.000726216
0,,-0.001451379
-0.001010936,,0
0.000459982,,0.00872093
0,,0.015850144
0,,-0.007092199
0.005425287,,0.028571429
0.001463325,,0.002777778
-0.010821918,,0.073407202
-0.008770715,,0
0.010291995,,-0.015483871
0,,-0.030144168
0,,-0.016216216
0.006868259,,0.031593407
0.003937188,,-0.007989348
-0.001687263,,-0.001342282
0.006440709,,0
0.001361594,,-0.02016129
0,,-0.01920439
0,,-0.005594406
-0.007614558,,0.021097046
0.005206668,,-0.020661157
0.010359398,,0
0.009848451,,0
0.015496972,,0.008438819
0,,-0.016736402
0,,0.004255319
0.02153131,,0.001412429
0,,-0.002820874
0,,-0.004243281
0,,0
0,,-0.005681818
0,,-0.005714286
0,,0.004310345
0.019832582,,0.011444921
0.018605043,,0.015558699
0.003677838,,0.013927577
0.008193347,,0
-4.0838E-05,,0.01510989
0,,-0.01623816
0,,0.009628611
0,,0.008174387
0.0023687,,0.005405405
0.019515971,,0.002688172
0.021060624,,0
0.013111546,,-0.009383378
0,,0.01623816
0,,0.023968043
0.013057755,,0.019505852
-0.008389582,,-0.024234694
0.005460908,,-0.002614379
0.010250526,,0
0.004883959,,0.027522936
0,,0.010204082
0,,-0.005050505
0.005048602,,0
-0.008584495,,-0.015228426
-0.000680606,,0.006443299
-0.008097166,,0
0.010185009,,0.006402049
0,,0
0,,0
0.004833472,,0.012722646
-0.00263059,,0.010050251
-0.010512434,,0.027363184
0.000495031,,0
-0.018725736,,0.018159806
0,,-0.011890606
0,,0.008423586
-0.017841905,,0
-0.025116499,,0
0.014218585,,0
0.006949714,,0
0.012256555,,-0.002386635
0,,-0.003588517
0,,0.004801921
0,,-0.001194743
-0.005995298,,0.020334928
0.01521662,,0.011723329
0.011221994,,0
-0.001267184,,0.052143685
0,,0.039647577
0,,-0.006355932
0,,-0.017057569
-0.003729478,,0
-0.005866008,,-0.007592191
0.000504658,,0
0.00651845,,0.032786885
0,,-0.003174603
0,,0.013800425
0.008288038,,-0.021989529
-0.003823215,,0.016059957
0.000153516,,-0.001053741
-0.007597851,,0
-0.022078726,,0.022151899
0,,0.008255934
0,,0.033776868
-0.010557115,,0.018811881
-0.016983696,,0.018464529
0.010650839,,0.020038168
0.010940831,,0
-0.001352803,,0.058933583
0,,0.042402827
0,,0.13559322
0,,0.014925373
0,,0
0.007769234,,-0.191176471
-0.006800032,,0
0.006528143,,0
0,,0
0,,0.118181818
-0.001621451,,0.056910569
-0.004872252,,-0.019230769
0.004617467,,0.00627451
-0.007686821,,0
-0.007546718,,0.038971161
0,,0.029257314
0,,0.002186589
0.013639107,,0.090909091
0.00079384,,-0.006666667
-0.003688427,,-0.060402685
0.002428247,,0
-0.0021841,,0
0,,-0.010714286
0,,-0.057761733
-0.004099176,,-0.057471264
-0.013946611,,0.06097561
-0.021317123,,-0.003831418
0.001283697,,0
0.013399504,,-0.019230769
0,,0.011764706
0,,0.007751938
0.00975351,,-0.019230769
-4.04155E-05,,-0.002352941
-0.001778353,,-0.005503145
0.004818204,,0
-0.000644719,,0
0,,-0.071146245
0,,0.017021277
-0.00338696,,0.033472803
-0.007120605,,0.00242915
-0.001507681,,-0.024232633
-0.004774731,,0
-0.004141551,,0.01986755
0,,-0.008116883
0,,-0.005728314
0.002594087,,-0.049382716
0,,0.014718615
0.004599778,,-0.008532423
0.001471731,,0
0.004286239,,-0.02151463
0,,-0.025505717
0,,-0.007220217
0.008454597,,-0.015454545
0.014993954,,0.043397969
0.005678659,,0.017699115
0.004343534,,0
0.001454688,,0
0,,0
0,,0.004347826
-0.00683103,,0
-0.007391889,,-0.012121212
0.006331886,,0.007011394
0.000593589,,0
0.001226023,,0.040034813
0,,-0.015062762
0,,0.005097706
-0.012166219,,-0.00591716
-0.003358925,,0.013605442
0.001885733,,0.008389262
-0.014977374,,0
0.011342847,,-0.014143095
0,,-0.000843882
0,,0.016047297
0.004864126,,-0.000831255
0.003840461,,0.009151414
-0.00135496,,-0.004946414
0.00123708,,0
0.005898764,,-0.014084507
0,,0
0,,0.008403361
-0.000237737,,0.033333333
-0.000594483,,-0.02016129
0,,0.005761317
0.006820795,,0
0.003426681,,0.009001637
0,,0.02189781
0,,0.043650794
0.00314021,,-0.02661597
-0.00316951,,-0.009375
0.005770363,,0.011829653
0.007805792,,0
0,,0
0,,0
0,,0
0.01010766,,0
0.006594333,,0
0.004037326,,0
0.013428929,,0
0.008047913,,0
0,,0
0,,0
0.006238396,,0
7.38062E-05,,0
-0.001512915,,0
-0.004656491,,0
-0.003564401,,0
0,,0
0,,-0.010132502
0.000670716,,0.011811024
0.00111711,,0.026459144
-0.000669518,,-0.00075815
-0.000744408,,0
0.004283533,,0.025796662
0,,0.020710059
0,,0.043478261
0,,0
-0.00730658,,-0.013888889
-0.00721091,,-0.023239437
0.004553666,,0
0.003746301,,0.030281182
0,,0.012596221
0,,0.006219765
-0.00317247,,0
-0.001310469,,0.026785714
-0.000299929,,0.043478261
0.003412713,,0
0.003999103,,-0.037179487
0,,0.011984021
0,,0.015789474
0.001861296,,-0.031735751
-0.001634898,,-0.026755853
-0.001823663,,0.017182131
0.003094705,,0
-0.002181913,,0.006756757
0,,0
0,,-0.034899329
-0.006556327,,-0.011126565
-0.014140384,,-0.004219409
-0.005013084,,0.025423729
-1.91136E-05,,0
0.001865522,,-0.008264463
0,,-0.022222222
0,,0.014204545
-0.002163486,,0.003501401
-0.003877481,,-0.016050244
-0.006706437,,-0.009219858
0.00192851,,0
-0.000362587,,0.005010737
0,,0.001424501
0,,0.027738265
0.001462451,,0.032525952
-0.001618291,,-0.018096515
-5.01712E-05,,-0.012969283
-0.000266306,,0
0.003798773,,-0.029045643
0,,-0.014245014
0,,-0.050578035
-0.004895871,,0.03805175
-0.011003239,,0.030058651
0,,-0.002135231
-0.01019168,,0
0.000225041,,-0.02211127
0,,0.005105762
0,,0.007982583
0.005072155,,-0.011519078
-0.003546336,,0.001456664
-0.000236476,,-0.028363636
0,,0
-7.88438E-06,,-0.020958084
0,,0.028287462
0,,0.003717472
1.18267E-05,,0
-0.002692506,,0
-0.00358916,,0
-0.012952443,,0
-0.012575811,,0
0,,0
0,,0.011111111
-0.004066232,,0.002197802
-0.012346587,,-0.002192982
-0.007808427,,0.007326007
0.004658534,,0
-0.003013799,,-0.008
0,,-0.00659824
0,,0
0.004155459,,0
0.00996832,,-0.002214022
0,,-0.005177515
0,,0
0.012555015,,0.026022305
0,,0.039855072
0,,-0.013937282
0.001038009,,0.002120141
-0.005747685,,-0.019746121
0.000350358,,0
0.002573824,,0
-0.001113002,,-0.027338129
0,,0
0,,-0.019970414
-0.002525345,,-0.00754717
0.003073963,,-0.003041825
0.001385954,,-0.001525553
-0.001976613,,0
-0.003790251,,-0.010695187
0,,0.013899614
0,,0.017517136
-0.001469616,,-0.000748503
-6.54124E-05,,0.024719101
-0.003319896,,0.004385965
-0.002059284,,0
-0.000267191,,-0.012372635
0,,0.007369197
0,,0.002194587
0.00338806,,-0.010218978
-9.01525E-05,,-0.007374631
-0.003163818,,-0.002228826
0.00753586,,0
0.01355123,,-0.001489203
0,,0.012677107
0,,-0.010309278
0.001964644,,-0.005208333
-0.001329964,,-0.019446522
0.009169255,,0.004576659
0.004971554,,0
0.00923935,,-0.018223235
0,,0.006960557
0,,-0.002304147
0,,0.000769823
0.012381929,,0.066153846
0.005750273,,-0.082251082
-0.008130207,,0
0.004608295,,-0.021226415
0,,-0.038554217
0,,-0.001670844
-0.001507098,,0.050209205
0,,0.051792829
-0.005882284,,-0.024242424
0,,0
-0.003134184,,0.023291925
0,,0.002276176
0,,0.000757002
0.007133796,,0.017397882
0.008113488,,-0.019330855
-0.000709567,,-0.005307051
3.47317E-05,,0
-0.001373785,,0
0,,-0.013719512
0,,0.007727975
0.001112906,,0
-0.007310765,,0
-0.002873519,,0.006134969
-0.007947371,,0
-0.002680828,,-0.006859756
0,,-0.009976976
0,,-0.008527132
0,,-0.017200938
-0.002010114,,0.033412888
-0.001619229,,0.003849115
-0.01317658,,0
-0.004702044,,-0.046779141
0,,0.010458568
0,,-0.006369427
0.00078939,,-0.008814103
0.001179127,,-0.022635408
0.001808813,,-0.033912324
0.004497817,,0
-0.00090672,,-0.035958904
0,,-0.007992895
0,,0
-0.003054461,,-0.022381379
0.001632165,,-0.008241758
0.004864495,,0.00923361
0.005817104,,0
0.005011012,,-0.001829826
0,,0.019248396
0,,0.024280576
-0.000208901,,0.004389816
0.002061848,,-0.007867133
-0.003847682,,0
-0.000481831,,0
0.003647083,,-0.037885463
0,,0.010989011
0,,-0.005434783
0.002259825,,-0.010928962
0.001315914,,0
-0.007496734,,0.017955801
-0.001379447,,0
0.008565175,,-0.015789236
0,,0.00363496
0,,-0.005494505
0.004932991,,0
0.011652973,,-0.015653775
0,,-0.014967259
0,,0
0,,0
0,,-0.040835708
0,,0.024752475
0.014471774,,-0.012560386
0.008439718,,0.017612524
-0.003520449,,-0.011538462
0.004695369,,0
0.001628161,,0.021400778
0,,0.013333333
0,,-0.006578947
0,,0.000946074
0,,0
-0.003439167,,0.002835539
-0.005954359,,0
-0.001014164,,0.030160226
0,,-0.009149131
0,,-0.012927054
0.003159648,,-0.010289991
0.004104838,,0.002835539
-0.000347277,,0.004712535
0.006853557,,0
0.003514088,,0
0,,0.00750469
0,,0.00698324
0.005194747,,-0.01618123
0.014191279,,0.001879699
-0.001206078,,0.003752345
-0.002213201,,0
0.00274413,,-0.004672897
0,,0.003286385
0,,-0.013570426
-0.001768165,,-0.029411765
-0.001558153,,-0.010752688
-0.003091725,,0.020750988
0.00164665,,0
0,,0.005324298
0,,0.006259027
0,,-0.004784689
-0.004404734,,0.028846154
-0.002095489,,0.037383178
0.000233733,,-0.018018018
0.000344954,,0
-0.000174272,,0.009174312
0,,-0.013636364
0,,0
-0.00107548,,0.00921659
-0.000133652,,0.0456621
-0.00169686,,0
-0.000587658,,0
4.838E-05,,-0.030567686
0,,0.013513514
0,,-0.017777778
-0.004781947,,-0.035294118
-0.003189572,,-0.015009381
0.002141938,,-0.014285714
-0.001422411,,0
-0.000925884,,-0.019323671
0,,-0.004926108
0,,-0.036633663
-3.37679E-05,,-0.016443988
0.000604091,,0.008359457
0.006678491,,0.03626943
0.002488285,,0
0.006636297,,-0.084
0,,0.009825328
0,,0.016216216
-0.006706975,,-0.015957447
-0.000167227,,0.059459459
-0.002092548,,-0.010204082
-0.001679783,,0
